Year,Site_Name,Province,Nearest_City,ED_NAME,Municipality,Group_type,Latitude,Longitude,Cleanup_date,Type_of_Cleanup,Adults,Children,Kilograms,Recycling_Bags,Trash_Bags,Kilometers,Items,Cigarettes_Cigarette_Filters,Food_Wrappers_Containers,Takeout_Containers__Plastic_,Takeout_Containers__Foam_,Bottle_Caps__Plastic_,Bottle_Caps__Metal_,Lids__Plastic_,Straws__Stirrers,Forks__Knives__Spoons,Beverage_Bottles__Plastic__2_liters_or_less,Glass_Beverage_Bottles,Beverage_Cans,Bags__Plastic_,Other_plastic_bags,Bags__Paper_,Cups_and_Plates__Paper_,Cups_and_Plates__Plastic_,Cups_and_Plates__Foam_,Buoys_Floats,Fishing_Line,Fishing_Nets,Rope,Fishing_Lures_Light_Sticks,F6_Pack_Holders,Other_Plastic_Foam_Packaging,Other_Plastic_Bottles__oil__bleach_etc_,Strapping_Bands,Tobacco_Packaging_Wrappers,Appliances__refrigerators__washers__etc__,Balloons,Cigar_Tips,Cigarette_Lighters,Building_Materials,Fireworks,Tires,Batteries,Clothing__Shoes,Toys,Condoms,Diapers,Syringes,Tampons_Tampon_Applicators,Foam_Pieces,Glass_Pieces,Plastic_Pieces,F55_Gallon_Drums,Car_Car_Parts,Light_Bulbs,Pallets,Plastic_Sheeting,Crates,Pull_Tabs,Bait_Containers,Crab_Lobster_Fish_Traps,Shotgun_Shells,Item_of_Concern__1,Count_of_Item_1,Item_of_Concern__2,Count_of_Item_2,Item_of_Concern__3,Count_of_Item_3,Animal,Dead_or_Alive,Entangled_,Item_of_Entaglement,Animal1,Dead_or_Alive1,Entangled_1,Item_of_Entaglement1,Animal2,Dead_or_Alive2,Entangled_2,Item_of_Entaglement2,Animal3,Dead_or_Alive3,Entangled_3,Item_of_Entaglement3,Animal4,Dead_or_Alive4,Entangled_4,Item_of_Entaglement4,F97,F100
2013,Mountainside Park,Ontario,Burlington,,City of Burlington,Concerned Citizens,43.355016,-79.82236862,2013-09-28 17:00,Land,21,0,10,1,4,1,"femur, measuring tape",109,75,3,3,32,6,17,5,0,58,14,27,8,3,0,28,10,0,0,0,0,0,0,0,7,0,0,0,0,1,0,4,6,0,0,1,1,0,0,0,0,2,27,65,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Ganaraska River (south of Corbett's Dam),Ontario,Port Hope,,Municipality of Port Hope,School/Educational Facility,43.95062501,-78.29282284,2013-09-28 20:00,Land,2,13,180,5,7,3,,817,336,0,2,29,18,33,12,6,35,5,18,5,9,38,84,16,2,4,21,43,1,3,2,3,2,0,2,0,4,3,2,2,0,0,5,3,0,0,0,0,0,6,6,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Wilcox Lake East,Ontario,King City,,Town of Richmond Hill,Loblaw Companies Limited,43.95037784,-79.43037987,2013-09-28 16:30,Land,5,0,20,1,2,2,Wires,50,60,0,0,10,5,5,0,0,20,10,10,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Greenway Park West,Ontario,London,,City of London,Community Group,42.97404018,-81.28651142,2013-09-29 17:00,Land,6,2,44,0,8,3,"front grill of dodge ram, remote controlled car, tire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Mill Pond Park South,Ontario,Richmond Hill,,Town of Richmond Hill,Concerned Citizens,43.87599432,-79.45261002,2013-09-28 18:00,Land,2,0,20,1,2,5,,60,50,,,20,5,10,10,7,80,2,20,15,10,,7,,,3,,,,,1,,,5,15,,3,,,,,,,2,2,,,,,,10,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,The Belle River,Ontario,Belle River,,Town of Lakeshore,Concerned Citizens,42.296866,-82.710571,2013-09-22 17:00,Land,6,0,14,2,4,1,Tampon,90,30,5,6,25,15,6,16,17,29,10,12,8,17,3,22,1,14,1,0,0,1,10,0,1,0,19,1,0,14,0,4,6,1,0,0,19,16,0,2,0,1,19,5,13,,,,,,,,,,,0,0,,,,,dead fish,dead,,,,,,,,,,,,,,,,,,,,
2013,Grand River adjacent to Water Treatment Plant,Ontario,Brantford,,City of Brantford,Corporate or industry Group,43.13747687,-80.28838634,2013-09-22 19:00,Land,8,3,50,5,5,1,Bike Frame and Wheel frame only (no Rubber tire); metal grill;,19,22,6,3,19,23,31,17,3,23,7,22,12,39,12,20,22,8,0,0,0,0,0,1,27,5,0,5,2,0,1,4,2,0,0,2,6,17,0,0,0,0,0,165,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Morrison Creek System at White Oaks Secondary,Ontario,Oakville,,Town of Oakville,Loblaw Companies Limited,43.469054,-79.71426486,2013-09-22 16:00,Land,6,5,18,6,2,5,a Christmas lightbulb,8,7,3,4,8,6,17,3,2,18,6,13,9,4,0,27,3,0,0,0,0,0,0,1,5,0,9,0,0,0,0,1,1,0,0,0,3,16,0,0,1,0,2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Lakeview Park,Ontario,Oshawa,,City of Oshawa,School/Educational Facility,43.86207187,-78.8299942,2013-09-24 16:00,Land,31,0,62,1,7,0.75,bottles of urine; air horn; diapers,1006,143,6,18,31,11,12,42,14,119,20,68,36,48,12,48,36,30,,1,,,,2,29,2,6,5,,5,2,3,,,3,1,14,14,3,10,0,1,39,6,80,,,,,,,,,,,,,,,,,bird,dead,yes,fishing line,,,,,,,,,,,,,,,,,,
2013,Pine Point Park,Ontario,Toronto,,City of Toronto,Loblaw Companies Limited,43.711968,-79.548354,2013-09-23 20:00,Land,15,0,60,0,12,2,"BBQ, lawn chair",20,100,0,50,20,0,0,0,0,120,10,0,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,3,0,1,0,1,0,5,2,1,0,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Clergue Park,Ontario,Sault Ste Marie,,City of Sault Ste. Marie,OLG,46.50604306,-84.33122635,2013-09-25 19:30,Land,27,0,5,0,5,3,,254,26,3,1,8,3,4,13,2,8,3,6,3,19,13,11,2,1,0,0,0,0,0,0,11,0,0,11,0,1,2,0,5,0,0,0,4,0,0,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Bluffer's Park West,Ontario,Scarborough,,City of Toronto,Concerned Citizens,43.70601134,-79.23537254,2013-09-21 17:00,Land,5,0,15,4,1,2,,79,46,2,9,7,6,15,22,23,44,3,36,9,0,1,27,17,3,0,0,0,0,1,4,5,3,0,13,0,1,13,2,11,0,0,3,8,2,0,5,0,1,7,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Credit River, Lakeshore Rd. north to Burnamthorpe",Ontario,Mississauga,,City of Mississauga,Community Group,43.554053,-79.600883,2013-09-21 15:00,Land,5,5,35,1,7,2.5,Framed picture,,45,10,,40,5,40,15,,35,10,45,3,,,,25,,,25,,3,,,,,,5,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"West of Rosetta Gardens, West of Construction Hill",Ontario,Toronto,,City of Toronto,School/Educational Facility,43.69518324,-79.25562859,2013-09-23 22:15,Land,8,0,14,2,2,0.5,part of shoppimg cart used as grill,488,17,4,1,6,7,5,4,1,7,,6,1,1,,4,,,,,,,,,10,1,2,,,,14,2,7,1,,,8,,1,,,1,39,9,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Rotary Parkette east of 11th st,Ontario,Toronto,,City of Toronto,College/University,43.594969,-79.50731635,2013-09-25 15:30,Land,24,0,12,1,3,1,Nothing too unusual came up!,,,,,40,,,,,,,,10,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Humber Bay shoreline from Palace Pier Ct. to Park Lawn Road,Ontario,Toronto,,City of Toronto,Concerned Citizens,43.629941,-79.472587,2013-09-28 18:00,Land,12,0,150,9,8,1,Half a baby stroller,200,60,20,20,200,50,100,300,30,120,35,80,20,30,25,10,12,25,5,,2,8,1,10,800,50,80,50,,10,10,20,8,,,10,8,10,40,10,12,80,150,50,50,,,,,,,,,,,Syringes,12,,,,,Fish,dead,no,,Fish,dead,no,,Seagull,dead,no,,Racoon,dead,no,,Mouse,dead,no,,,
2013,"Canatara Beach, Lake Huron",Ontario,Sarnia,,City of Sarnia,Corporate or industry Group,43.0065,-82.4015,2013-09-21 16:00,Land,25,4,10,3,20,3,"linoleum, bullet casing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Mary Fix Creek Dr. Martin Dobkin Park,Ontario,Mississauga,,City of Mississauga,Concerned Citizens,43.578727,-79.63643789,2013-09-28 16:30,Land,7,2,32,4,4,0.23,1. Treasure Chest Time Capsule 2. T.V. Frame 3. Cooking pot,15,200,2,1,50,100,125,15,20,150,25,25,35,75,0,0,10,0,0,0,0,0,0,2,5,1,0,30,1,1,2,10,4,0,0,1,4,7,5,0,1,0,0,10,200,,,,,,,,,,,Plant trays,4,,,,,Bird,dead,no,,Racoon,dead,no,,,,,,,,,,,,,,,
2013,Oshawa Creek East,Ontario,Oshawa,,City of Oshawa,"Scout, Cubs, Beavers",43.88787224,-78.86458397,2013-09-25 1:30,Land,11,14,7,4,5,1,"Sleeping bag, fireworks. Could not collect the following we saw: a door, large sheet of plywood, dead salmon.",38,41,5,3,9,0,7,3,1,33,8,29,9,16,2,35,7,2,0,0,1,0,0,0,4,1,1,10,0,2,0,0,0,1,0,0,0,0,0,1,0,0,2,1,18,,,,,,,,,,,Sleeping bag,1,,,,,Salmon,dead,no,,,,,,,,,,,,,,,,,,,
2013,L'Amoreaux Park (south),Ontario,Scarborough,,City of Toronto,"Scout, Cubs, Beavers",43.80656635,-79.30644035,2013-09-28 20:00,Land,12,28,200,3,12,1,Roasting pan and two pots - all with lids,,10,30,30,,,10,10,10,30,10,30,10,10,10,30,10,10,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Deadman's Bay,Ontario,Kingston,,City of Kingston,"Scout, Cubs, Beavers",44.23486851,-76.44866467,2013-09-29 17:00,Land,12,20,20,4,5,1.5,"Bumper, Broom, Snake skin",59,23,3,5,7,4,11,12,,40,23,26,19,16,1,10,2,1,1,2,1,2,2,,19,2,7,7,,,3,3,5,,,1,11,4,,1,,,44,45,32,,,,,,,,,,,broom,,,,,,Fish Skeleton,dead,no,,Fish Carcas,dead,no,,,,,,,,,,,,,,,
2013,"Ottawa River, Andrew Haydon Park",Ontario,Ottawa,,City of Ottawa,School/Educational Facility,45.351168,-75.81984758,2013-09-28 17:30,Land,4,5,5,1,2,1.2,parts of a broken stroller,42,32,1,,5,2,4,5,9,5,6,11,9,,2,,,2,,,,,,1,3,,,2,,,,1,2,,,1,2,2,,1,,,12,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,16 Mile Creek near Mississauga,Ontario,Mississauga,,City of Mississauga,Corporate or industry Group,43.577291,-79.778825,2013-09-27 22:00,Land,7,0,23,1,3,1.5,empty shotgun case Toronto maple leaf poster,18,70,0,4,20,0,8,10,0,33,3,20,5,17,3,2,5,0,0,0,0,0,0,1,25,9,0,3,0,0,1,0,0,0,0,0,0,5,0,0,0,1,0,0,115,,,,,,,,,,,,,,,,,bird skull,dead,no,,,,,,,,,,,,,,,,,,,
2013,Mill Creek - Mill to Townline,Ontario,Orangeville,,Town of Orangeville,Community Group,43.91842225,-80.09325027,2013-09-14 16:30,Land,20,5,430,0,46,1,,100,200,22,10,20,10,40,10,2,60,60,20,20,20,2,3,4,2,0,0,0,2,0,1,3,3,5,30,0,1,1,5,16,0,0,0,4,0,2,0,0,3,19,200,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Cootes Paradise at Princess Point,Ontario,Hamilton,,Royal Botanical Gardens,Non-governmental organization,43.276205,-79.897041,2013-09-21 16:30,Land,1,0,5,0,2,1,Trophy,0,0,0,5,0,0,0,2,3,30,0,0,0,0,0,0,0,0,1,10,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Musselman\'s Lake,Ontario,Stouffville,,Town of Whitchurch-Stouffville,Other Group,44.03238235,-79.27931786,2013-09-21 17:30,Land,6,0,45,0,2,1.5,Make Up Brush,100,29,2,0,3,3,6,8,0,13,3,11,1,10,4,4,1,8,0,0,0,0,0,0,10,0,0,4,0,1,7,0,5,0,1,0,0,1,2,2,0,0,3,1,22,,,,,,,,,,,,,,,,,Seagull (Mangled),dead,no,,,,,,,,,,,,,,,,,,,
2013,"North Shore Outer Harbour, east of Cherry Beach",Ontario,Toronto,,City of Toronto,Corporate or industry Group,43.64008169,-79.3374896,2013-09-30 21:30,Land,9,0,45,12,12,4,"painting frame, soccer ball",428,157,52,43,59,59,34,31,23,85,21,43,15,10,8,13,9,7,0,2,0,1,0,2,13,4,33,21,0,1,12,6,5,1,0,0,4,1,1,3,0,3,12,19,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Highland Creek in Morningside Park,Ontario,Scarborough,,City of Toronto,Corporate or industry Group,43.77772522,-79.20215607,2013-09-25 23:00,Land,12,0,50,3,3,3,1. Diapers 2. Boxers 3. animal feces in plastic bag,103,21,13,1,3,2,13,7,,23,6,26,6,21,20,13,2,,,,,,,6,32,,,4,,1,,2,1,,,,6,,1,1,,,,7,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Green's Creek Conservation Area,Ontario,Ottawa,,City of Ottawa,Non-governmental organization,45.442669,-75.58284759,2013-09-21 17:00,Land,18,2,136,4,15,0.7,"garbage can, tire, outhouse seat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Humber Woods Sports Fields,Ontario,Toronto,,City of Toronto,College/University,43.726855,-79.61405754,2013-09-22 20:30,Land,3,0,30,2,2,3,"Full motor oil, a coconut",10,39,,,,3,26,1,,21,4,24,2,9,7,3,2,1,,,,,,2,4,,,4,,,,2,5,,,,4,1,1,,,,,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Rouge River, Morningside Tributary",Ontario,Scarborough,,City of Toronto,School/Educational Facility,43.811504,-79.195195,2013-09-25 17:00,Land,6,19,40,2,8,1,A huge black garbage bag filled and dumped in forested area near the stream.,19,156,,7,31,9,9,17,4,70,7,45,58,78,21,13,29,10,1,0,0,0,0,1,16,28,0,20,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,3,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Centre Ipperwash Beach,Ontario,Forest,,Municipality of Lambton Shores,Concerned Citizens,43.21030573,-81.98186874,2013-09-14 21:00,Land,9,2,9,1,3,3,Pants Metal Chair,241,31,0,0,20,0,0,50,0,14,2,23,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,4,0,8,0,1,0,0,0,0,2,0,1,0,0,0,4,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Harbourfront Park,Ontario,Hamilton,,City of Hamilton,Other Group,43.26937812,-79.86997247,2013-09-21 19:00,Land,3,0,60,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Ross Lord Park at Finch Reservoir,Ontario,Toronto,,City of Toronto,Community Group,43.775742,-79.462566,2013-09-21 19:00,Land,5,1,40,1,7,1,,15,5,2,6,20,0,9,4,5,27,10,7,11,4,0,4,5,11,1,2,1,0,3,1,4,2,0,8,0,0,3,2,1,0,1,0,2,1,0,1,1,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Minet's Point Park,Ontario,Barrie,,City of Barrie,"Scout, Cubs, Beavers",44.37607913,-79.66727257,2013-09-29 1:30,Land,9,30,181,0,9,1,Chair Stuck in the Water,,50,,,50,,,50,,50,50,50,50,,,50,50,10,2,3,,5,,,,,8,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Don River from Pottery Road to Beechwood Drive,Ontario,Toronto,,City of Toronto,School/Educational Facility,43.69369383,-79.35896873,2013-09-27 20:30,Land,46,0,30,1,3,1,,20,17,1,0,11,1,1,6,1,11,,21,8,22,6,2,,13,,,,,,,73,,2,1,,1,,3,12,,1,,18,4,,,,2,135,1,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Mill Run Trail, Speed River",Ontario,Cambridge,,City of Cambridge,Corporate or industry Group,43.430484,-80.316582,2013-09-20 0:00,Land,17,8,45,4,20,5,bikes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,RMC Point Frederick,Ontario,Kingston,,City of Kingston,College/University,44.23363857,-76.47136688,2013-09-27 16:30,Land,13,0,61,0,6,1,"Glove box door, BMO Debit card, Boat bilge pump switch, a boat cleat, a back pack, a 1 pound chunk of tar",7,21,1,5,2,2,3,17,3,83,7,6,46,6,8,14,14,36,,1,,3,,,37,5,13,2,,,,,28,,,,14,,,,,,40,4,20,,,,,,,,,,,Take out food containers,214,construction materials,28,plastic grocery bags,49,cormorant (bird),dead,no,,,,,,,,,,,,,,,,,,,
2013,Cherry Beach,Ontario,Toronto,,City of Toronto,Concerned Citizens,43.63665,-79.343777,2013-09-22 18:30,Land,14,5,22,2,1,0.5,"Most litter items found at the beach seemed, unfortunate as it is, usual. However we did find a lamp, shoes, and a ceramic 'High School Musical' mug.",486,45,7,5,89,109,56,36,26,65,37,11,13,22,25,13,15,7,0,0,0,0,0,0,36,1,3,9,0,3,23,5,4,1,0,0,5,8,6,0,0,3,34,52,93,,,,,,,,,,,,,,,,,Bird - Pigeon,dead,no,,,,,,,,,,,,,,,,,,,
2013,North Kipling Park,Ontario,Toronto,,City of Toronto,Corporate or industry Group,43.75243519,-79.5856905,2013-09-28 16:00,Land,41,5,171,22,18,0.4,"Tire, mattress, small bike",150,360,40,20,28,10,35,30,40,380,31,150,60,18,38,30,28,37,,,,,,48,16,,14,26,,5,,,8,,1,9,28,5,5,4,,2,30,20,80,,,,,,,,,,,mattress,1,Small bike,1,,,rat,dead,no,,,,,,,,,,,,,,,,,,,
2013,Rockliffe Pkwy East,Ontario,Ottawa,,City of Ottawa,Loblaw Companies Limited,45.46374265,-75.63649178,2013-09-22 17:00,Land,27,0,26,2,4,2,"Parking boot, Shopping Cart Wheel, Harlequin romance novel",433,63,9,3,54,56,15,114,35,30,9,22,23,14,0,12,16,28,0,25,2,4,3,2,23,2,11,69,0,4,43,3,12,1,0,1,5,2,1,5,0,6,1182,288,200,,,,,,,,,,,"Gardening Supplies (watering cans, trowels)",3,Printer Ink Cartridges,1,Paperback Books,1,Mole,dead,no,,,,,,,,,,,,,,,,,,,
2013,"Battlefield Creek, Battlefield Park",Ontario,Stoney Creek,,City of Hamilton,School/Educational Facility,43.216146,-79.766841,2013-09-28 17:00,Land,10,0,45,3,4,1,"Muffler, safety glasses, large carpet, CO2 cylinder cartridge, sweater.",1,76,0,1,25,2,24,8,4,42,1,26,20,51,0,7,3,11,0,0,0,40,0,0,48,0,3,8,0,2,0,1,4,0,0,0,7,1,0,0,0,0,7,5,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Ward's Island Beach,Ontario,Toronto,,City of Toronto,Corporate or industry Group,43.630034,-79.352274,2013-09-22 17:30,Land,10,8,88,4,3,0.5,BBQ Bikini top Plastic bucket,1200,50,,,125,25,,150,15,75,45,15,7,2,,,10,,,,,,,5,120,,8,12,1,,65,,4,2,1,,2,,,,6,32,15,5,125,,,,,,,,,,,,,,,,,Seagull,dead,no,,Duck,dead,no,,,,,,,,,,,,,,,
2013,Thunder Bay Beach,Ontario,Fort Erie,,Town of Fort Erie,School/Educational Facility,42.873825,-79.02517318,2013-09-25 16:00,Land,9,0,10,1,5,4,Nothing unusual this year,28,15,0,1,5,14,2,6,2,18,8,21,8,5,0,6,4,1,0,0,1,0,1,0,5,0,0,0,0,0,3,0,0,7,0,0,9,7,0,0,0,1,0,21,5,,,,,,,,,,,,,,,,,Seagull,dead,no,,,,,,,,,,,,,,,,,,,
2013,Guild Park & Gardens East,Ontario,Scarborough,,City of Toronto,Community Group,43.74769212,-79.18692112,2013-09-21 16:30,Land,25,0,55,4,5,2,,55,77,11,2,125,16,30,56,16,34,8,50,5,30,17,24,7,7,3,,,,,,34,,2,7,,1,22,12,3,15,,,9,2,2,,1,,87,5,361,,,,,,,,,,,foil,13,paper,7,wire,11,bird,dead,,,,,,,,,,,,,,,,,,,,
2013,Elgin WTP,Ontario,Port Stanley,,Municipality of Central Elgin,Corporate or industry Group,42.66211514,-81.16407394,2013-09-25 17:00,Land,11,0,74,1,6,0.8,1/2 of a Truck Box Liner Cover of a Fan Frying Pan,20,45,,,15,,4,,,35,7,15,6,,,,,,1,,,1,3,2,50,5,,10,2,10,,2,10,,3,,7,,,1,,,100,10,50,,,,,,,,,,,,,,,,,seagull,dead,no,,fish,dead,no,,,,,,,,,,,,,,,
2013,"Mimico Creek, Ravenscrest Park",Ontario,Toronto,,City of Toronto,Community Group,43.65855799,-79.55612183,2013-09-22 21:00,Land,4,0,50,2,3,2,"Mangled shopping cart, clay vase, metal rods, wooden statue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,West Beach,Ontario,Port Hope,,Municipality of Port Hope,Concerned Citizens,43.94311671,-78.29750061,2013-09-28 17:00,Land,9,3,68,0,8,0.8,,50,4,4,2,8,2,8,4,2,10,1,2,1,1,1,,,1,,1,,1,2,,2,,,,,4,6,2,,6,1,,4,13,,,,,3,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Sioux Lookout Park,Ontario,Burlington,,City of Burlington,Concerned Citizens,43.338694,-79.768338,2013-09-22 16:00,Land,12,9,60,5,5,1,"Metal Trap, nozzle for tarring bottle, unopened ear buds and a metal pipe",69,47,7,8,12,35,11,22,6,48,15,26,9,41,1,8,1,2,1,0,0,0,0,0,22,0,2,26,0,5,2,0,7,2,0,0,3,1,2,1,0,0,2,42,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Silver Lake, Waterloo Park",Ontario,Waterloo,,City of Waterloo,School/Educational Facility,43.466376,-80.528584,2013-09-22 18:00,Land,5,0,5,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Laurentian Wetlands,Ontario,Kitchener,,City of Kitchener,"Brownies, Guides, Pathfinders",43.40981763,-80.51781178,2013-09-25 1:15,Land,3,23,2,1,3,1,"game piece, empty corn piece",10,8,,3,15,,,6,12,15,,19,20,,15,7,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Newcastle Marina and Bluffs,Ontario,Newcastle,,Municipality of Clarington,Community Group,43.89616063,-78.57722282,2013-09-28 16:00,Land,13,1,170,0,32,1.5,Small Refrigerator,64,15,18,7,32,0,11,0,0,186,21,49,6,4,0,13,9,17,2,1,3,2,4,0,7,2,3,0,1,7,0,2,16,0,2,0,3,0,0,0,0,0,0,13,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Mille Roches Campsite,Ontario,Long Sault,,Township of South Stormont,"Brownies, Guides, Pathfinders",45.01809298,-74.8956871,2013-09-22 20:00,Land,8,18,12,0,5,1,"Propane Tanks, Wiper blade, snow brush",145,73,4,1,35,84,10,8,18,15,7,31,3,9,0,8,2,7,0,2,1,7,8,1,12,3,9,8,0,26,2,2,46,3,0,0,2,17,0,3,0,0,22,75,89,,,,,,,,,,,Propane Tank,2,Wiper Blade,1,Snow Brush,1,Fish,dead,,,,,,,,,,,,,,,,,,,,
2013,Hanlans Point near Blockhouse Bay,Ontario,Toronto,,City of Toronto,Non-governmental organization,43.62371223,-79.3904686,2013-09-28 19:45,Land,5,0,1,2,5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Grand River at Caledonia,Ontario,Caledonia,,Haldimand County,Concerned Citizens,43.07148986,-79.9545908,2013-09-28 17:00,Land,6,3,9,2,1,0.4,Spool of nails,0,7,3,4,2,2,15,3,1,9,4,13,2,25,9,1,8,3,0,5,0,0,1,0,10,0,0,4,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Mimico Creek at West Deane Park,Ontario,Toronto,,City of Toronto,Community Group,43.66867872,-79.56599236,2013-09-28 20:00,Land,8,0,17,1,3,2,,6,72,,,6,,,61,,13,3,7,9,38,3,3,3,2,,,,,,,26,2,4,1,,,,,2,,1,,6,1,1,2,,,3,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Awenda Provincial Park,Ontario,Penetanguishene,,Awenda Provincial Park,Other Group,44.84357702,-80.00295639,2013-09-22 17:00,Land,3,0,5,1,1,1,Most unusual item that was collected was a pair of socks.,3,8,1,1,28,16,5,0,5,0,3,15,10,5,5,1,1,0,,,,,,1,3,3,1,2,,,,,,,,,,,0,0,0,0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Lakeshore (Lakeshore Rd to Great Lakes Blvd),Ontario,Burlington,,City of Burlington,Corporate or industry Group,43.319043,-79.800696,2013-10-03 17:00,Land,15,0,30,2,7,2,"Tire, wood siding",100,10,,,,40,,,,,,10,4,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
2013,Shoreacres Creek in Nelson Park,Ontario,Burlington,,City of Burlington,"Brownies, Guides, Pathfinders",43.360914,-79.765549,2013-09-29 17:00,Land,11,21,25,1,5,1.2,bike windshield antenna picnic table,120,80,,,34,,,50,1,50,50,50,30,40,,,,,,,,,,2,,,4,56,,,5,25,,,1,,4,1,,,,,40,85,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
